date,quarter,title,pros,cons,category
22-May-17,6,NE Gas Detection Sales Manager,"Large company, good training, good support for sales team, decent benefits.",Large companies don't always move quickly to implement strategy changes.,
22-May-17,6,It's good place overall,"good work environment, benefits and competitive pay.",No flexibility on working from home policies. No career growth depending on the department you work for.,
23-May-17,6,Decent workplace !,A huge company which gives you access to multiple levels of a B2B value chain. Many Options to switch from one business to another. Strategic Marketing drives decision making.,The HR function is completely superseded by the line management! Line managers are often promoted salesman and not specialists. Which means a number of functions start behaving like sales.,
27-May-17,6,Great place to work if you want to be challenged. Many smart people who believe in the company,Great projects organization with lots of cool technology<U+200B> all over the world. Security and process are abundant in every inch of the organization,Buracracy buracracy and more buracracy. It is a joke security runs the company and over rules common sense all the time,
27-May-17,6,Firmware,flexible schedule and friendly atmosphere,work can be repetitive sometimes,
27-May-17,6,Doesn't Value Employees,Most of my coworkers are great. My direct manager is good.Projects are fast-paced and exciting.Vacation time is sufficient.,"You'll hear about companies that are all about the bottom line and making money for the executives - that is Honeywell.Health benefits are AWFUL. Deductible is very high, and you get no assistance whatsoever until you meet the deductible. No copay assigned for a doctor's visit, so you'll be paying $100+ for every appointment until you meet your deductible.Executives are out of touch with employees. When there is a problem, the solution is to throw the ""12 Behaviors,"" ""Honeywell User Experience,"" ""Honeywell Operating System,"" and ""HPD Goals"" in employees' faces, instead of addressing underlying problems.Most employees are urged to ""stay off the radar"" of senior managers, directors and executives, leading to a stressful and distrusting work environment.Most divisions have layoffs and furloughs throughout the year, leading to low morale within the company.",
28-May-17,6,Honeywell Aerospace,Exciting and challenging work.Employees passionate about their work.Strong executive leadership (during my tenure),Group was still being developed so some misunderstanding about responsibility and role within business units. But that will be worked out as teams become more familiar.,
28-May-17,6,NA,Very good company to work with,no serious cons about honeywell,
29-May-17,6,Corporate Blackhole,"Decent pay, fair benefits, clear goals. The new direction towards a ""software"" oriented company seems to be maintaining the brand value.","The company appears to be preparing to divest some of the business units, although that has not been officially announced. In the interim there is a leadership vacuum that has been filled with various directors, VP's, analysts and other highly compensated individuals lacking experience and business acumen that are micro-managing the workforce out the door.",
30-May-17,6,Exciting Place to Work,"Honeywell was the place everyone wanted to work when I graduated from school and now that I work for Honeywell, I can see why! Pros include1. Working on cool new technologies which will make people safer and more comfortable!2. Allowed to use my creativity to help the company accomplish its mission!3. Brilliant, creative, and friendly co-workers who work together for success.4. Fast-paced work environment where I'm allowed to focus on what matters most and not so much on the bureaucracy.5. Reasonable and common-sense manager who cares more about getting the job done and done ethically rather than how or where it gets done.6. Managers who know that it's hard to accomplish a lot when I have too many projects at the same time and who work hard to help me to not get bogged down.I could go on...","1. Big company bureaucracy requires some work to figure out when first starting, though it doesn't affect my daily job much.",
31-May-17,6,"Hard work, challenging environment, rewarding outcomes",Performance culture where excellence is rewarded.Competitive pay that most other companies can't match.Broad scope of work.Global company.,Frequent layoffs keep people guessing about job security.Ineffective leadership that frequently changes direction.Lots of politics in the office.,
01-Jun-17,6,Engineering Technician,"Challenging, Learning, Competition, Team Environment","Management, Political, Under Paid Salary, Low Raise",
01-Jun-17,6,Program Management,"Culture of mobility, common to move from one job to another every couple years. Allows working in program management without working from the bottom of engineering to the top (or in engineering at all).","Big company means you may just have one little piece of the puzzle instead of wearing major multiple different hats at once (sales, development, customer support, etc) with far-reaching scope.",
01-Jun-17,6,Finance,"Many opportunities in the company for aggressive, hard workers who don't care about work/life balance. Compensation is usually good, although benefits are not competitive.","Management has no idea how to solve the business problems - they are only interested in finding someone to blame. When having a tough quarter, expect leadership to impose an unpaid furlough on employees to save money. ""Employees are our most important asset"" is lip service only - in actuality, employees are viewed as disposable, so they can be replaced with an H1-B from India. Healthcare benefits are much more expensive than other employers, to encourage employees to go on their spouse's employer's health insurance.",
02-Jun-17,6,Current employee,Broad product portfolio tech forward,Large org slow decision making,
03-Jun-17,6,Engineer,"Work/Life Balance. It is great for older people and people with family, not for younger people with ambition.","Lack of career progression. Watch out for your peers and business functional group e.g. your manager, etc, they may sell you out.",
03-Jun-17,6,Worst employer EVER!!!!!!!!,the best part of the day is clocking out. but not a minute early because you will be written up.,"terrible pay, forced overtime, management is garbage and dont expect good raises about 1.4% a year. worst medical and dental ever",
04-Jun-17,6,Working Capital Analyst,Innovator when it comes to technology,Does not value their employees,
05-Jun-17,6,Test Engineer,Great management. Worked with amazing engineering talent.,A lot of layoffs and furloughs,
05-Jun-17,6,Machine Operator II,Great company that treats its employees well,They do not utilize there ERP system to near it's full potential. Overtime could be cut by 50% plus,
05-Jun-17,6,ok company,"Good pay, work remotely, lots to do","Long hours, moves slowly, complicated processes",
06-Jun-17,6,Would do it again,"People, Advancement, Benefits, Relocation, Training","Only think of Contracts, Upper Management,",
06-Jun-17,6,Company can't keep younger talent,"There are still chances to move up the ""corporate ladder"", although becoming fewer and far between","Too focused on non-value added procedures. Six sigma, AP1152, HOS, etc... Majority of ""engineering"" time spent filling out useless forms and checks in boxes before you can move a program forwards.",
06-Jun-17,6,Director of engineering,"Technology, people, work-job balance","Benefits, too many changes, poor leadership",
07-Jun-17,6,Program Manager,The pay is great there.,Everything else sucked about the company.,
09-Jun-17,6,"Divere and successful company, lots of opportunity","1. All of my supervisors have been wonderful, smart, driven, and helpful to me2. Huge and diverse company with many different opportunities3. Competitive compensation","1. Cons of a big company (slow bureaucracy, etc.)2. Health insurance is expensive and not the best coverage",
09-Jun-17,6,Campaign Manager,"Nice place to work, benefits, salary within market range",Too slow to implement change,
09-Jun-17,6,regional manager,interesting in all areas of sales,micro management in general about,
09-Jun-17,6,Poor company,People that you work with,"Everything- worst insurance on the market, no salary increases except for CEO and high level management, very unfair- let some work from home but not others.",
12-Jun-17,6,"Nice people, but no raises","People, work was interesting, nice environment",No pay raises at the contract position,
13-Jun-17,6,Negative environment,Some flexibility depending on role in,"Do not value their employees at all...furloughs, layoffs, no bonus structure, poor communication, no structure at all. There are many other companies out there, don't work here.",
14-Jun-17,6,Great company to work for,"Awesome teams nationwide, compensation is what you make it - work hard and will pay off. Stability.",Large company- benefits used to be much better.,
14-Jun-17,6,overall good place,"pay, great minds, exciting projects",some logistic / administration overload ; wish we had a bit more perks,
16-Jun-17,6,Long term employee,Life long friends are made working there,The expectation of long hours,
17-Jun-17,6,Manager,Reasonable benefitsBig company with opportunities to move across divisions,Extremely poor leadershipVery political environment,
18-Jun-17,6,"Overworked in certain areas, underworked and overpaid in others",Average medical insurance coverage at a high premium (this usually qualifies to be a bad thing) the brand name and occasional smart and dedicated coworkers,"it's too big and inefficient. there are useless corporate mandates that do not fit the need or reality of each site that need to be complied regardless. long tenure corporate bureaucrats take pride in being stuck with the same company for 40 years and not seen anything else outside of honeywell. to make it worse, they prey on employees that do not fit their stereotype and improve process/procedure not know to honeywell",
19-Jun-17,6,Human Resources Generalist,Lots of career growth opportunities,Benefits tend to be really poor,
19-Jun-17,6,Good Ole Boy Culture,Good access to training and obtaining certifications,Low pay. Good 'ole boy culture.,
19-Jun-17,6,no company could care less about it's employees,good 401k program and matching,"bad employee policies, capricious work from home policy, management (SPS) is never satisfied with any financial metric, typical employee is never secure - there is always the objective to replace with lower cost or outsourced - regardless of how many times the CEO says ""our employees are our greatest asset"". Sure - as long as they are as inexpensive as possible.",
20-Jun-17,6,Sr Program Manager,Colleagues are focused on customers.,Leadership team does not have a solid plan to move the organization forward.,
21-Jun-17,6,Relying on the past,Honeywell makes a wide range of significant components for everything that flies. The technical challenges can be very interesting and some of Honeywell's solutions are unique and successful.,"Recent executive changes foretell major strategic changes in many of the company's product lines. The company has 25,000 engineers, scientists, and technicians, 60% of whom don't write software. It's unlikely that a company that constantly reminds it's employees that it is a software company is going to keep those smart engineers much longer. Technical expertise is no longer valued by the top three-four layers of good old boy executives. The technical career path exists on paper. No one knows what the requirements are to climb the last two-three steps.",
21-Jun-17,6,"Not a Perfect Onboard Experience, but still Good","Friendly employees, everyone I have interacted with has been very kind and willing to help if they have the time to.","There wasn't really an introduction to the company, just more of a quick start, somewhat of a sink or swim situation. However, that description makes it sound more harsh than it was.",
21-Jun-17,6,HBT Division,When times are good they will train you beyond the scope of your job description and provide a path to advancement.,They tend to lose focus when they are growing other divisions. This usually cause a loss of personnel due to lack of work.,
22-Jun-17,6,Great company,"A lot of Flexibility, very good pay, no traffic at the area",Sometimes when you work for a big company you feel you are just another one in the machinery,
25-Jun-17,6,Darius up to bat with Cote watching from the board room,"exciting place to work, very fast pace, lots of change, good people in the trenches.",Corporate management only has 30-day patience for results. This trickles down into organization culture. The constant pressure to deliver 90 results for Wall Street results in continuous upper management churn & burn mentality.,
27-Jun-17,6,Engineering,"Really professional environment, good training and benefits with a high potential of growth.",I don't find any cons on this job,
27-Jun-17,6,Decent place to work,"Decent place to work if you can survive furloughs, layoffs, imbalance of work and family life.","Lack of family and work balance, no remote opportunities, leadership is ineffective at time with difficult employees, they can an easy pass even when it bogs down the team",
28-Jun-17,6,Buyer,Worked with a very driven and experienced team. Large company with opportunities to work with a global team.,Very demanding and long hours. Very stressful work environment as you will be asked to hit both monthly and quarterly metrics,
28-Jun-17,6,Potentially a good company but the bosses are aggressive and scrutiny is harsh.,The employees are good people.,Bad Management and a Hostile Work Environment,
29-Jun-17,6,Sr R&D Engineer,"The R&D department has a good acdemia enviroment, which for some people like me, is a good one.",Disappointing high management. They keep lot of things to themselves and many things were not done transparently.,
30-Jun-17,6,Good place to work,Good Benefits and Jobs are not hard.,Buddy system which cause you not to progress in the company unless you in it.,
02-Jul-17,7,Principal Engineer,interesting products when there's a chance to improve them,"limited innovation, limited to a few employees",
04-Jul-17,7,Hoping for better,"Honeywell stock has risen significantly over the years. It is a very large company that has given me steady employment for 10+ years. Some parts of the business seem to have a very good culture and rewards, others not so much.","Not thrilled with treatment of employees, and the culture shift that appears to be happening. Top down control with lots of short term thinking (make the numbers). My department has had a high rate of attrition and low morale.",
05-Jul-17,7,Exempt Professional,Comp-time policy was nice. Trademarked mgmt. system worked well and most everyone aligned decision-making w/ that framework. Great company doing great things.,Several I choose not to share.,
06-Jul-17,7,Lead Designer/Advanced CAD Specialist,"Decent benefits, generous 401k match, good pay",Emphasis on speed at the expense of quality! Big on sending jobs out of the country!,
07-Jul-17,7,Open Environment,Atlanta Software Center encourages open communication through all levels. They are employee focused and utilize the Agile software development methodology.,"The hiring process and on-boarding sometimes take a little while, but it will come through in the end.",
08-Jul-17,7,It was Time to Go,Large company to work For,Lack of strong management. Senior Leadership has lost touch with the employee base. The only driver now is shareholder value. This value proposition is coming at the expense of employees.,
08-Jul-17,7,Project Manager,"Big name, well established company.",Management churn every 18-24 months. Unclear leadership direction and focus. Honeywell has lost it's way.,
09-Jul-17,7,Energy,"As an account manager I spend all my time in the field. I have freedom to set my schedule an operate with minimal oversight. As long as my contractors were helping produce, everything is fine!",It is a fee for service contract based work. state regulators over electricity providers have to approve. It is a long drawn out process.,
10-Jul-17,7,End of an era,Had a great career path,No longer care about employees,
10-Jul-17,7,Marketing,Global company with lots of brand awareness. Good compensation.,"Hard to navigate thru the Honeywell beast... and it's all about leadership making their big bonuses at the end of the day. It's pretty clear they don't care about their employees but at least they are honest, they don't pretend or sugar coat anything.",
10-Jul-17,7,"Was good, got worse, could be good again",Pay - the golden handcuffs are hard to ignore,"Work life balance, unrealistic demands, took too long to hire to replace",
11-Jul-17,7,Building skilled teams,"The team I am on invested in hiring experienced professionals to build skilled teams in support of big initiatives. They also just started a great new onboarding program for new hires and the HR tools are very easy to use. There is also great technology, software's and infrastructure to support global collaboration.",There is no work space / office space for new (and many existing) employees,
12-Jul-17,7,Scientist,"Flexible work weeks and schedules. 9/80. Clean, safe environment. Lots of great innovative talent and people. New and changing technology. Great place to ...START! And a great stepping stone. Use them as they use you.","Below market target on salary offerings. Healthcare and assessment process is totalitarian. Benefits have been scaled back, while we are told to our face that shareholders are more important. Company surveys are a joke. The obvious bad results (i.e.: benefit) gets skimmed over by top management, while they focus on the minuscule as change goals. Lots of managers from GE, still old philosophy of ridding of top and bottom 10% by an antiquated 9-block system, which results a high turnover rate.",
12-Jul-17,7,Honeywell,"Great work life balance, fair pay.","Very limited PTO, few opportunities to advance",
12-Jul-17,7,Risk Analyst,They allow for a flexible schedule,There have been recent cutbacks,
13-Jul-17,7,Good company to work for,Good culture. Friendly employees. Fun to work in Honeywell,Cost cutting. uncertainity in merging.,
13-Jul-17,7,Not Great,My coworkers were great but that's about it,"Horrible benefits, management is a joke, severely underpaid, stressful, not worth it",
14-Jul-17,7,Just a Number,Pay and benefits are good,"Lack of employee appreciation, everyone is just a number.",
16-Jul-17,7,Systems Engineer,Challenging work which motivates you to work harder and enjoy the work.,A few furloughs last year.,
18-Jul-17,7,Test and Automation Engineer,"Great people, excellent learning opportunities.",Middle management is not as engaged as they need to.,
19-Jul-17,7,Honeywell Swinging,One of the Top paying jobs. Work not very hard,You have to work swing shift,
19-Jul-17,7,Director IT,Great career prospects and progression,Frequent org changes fluid business environment,
19-Jul-17,7,Designer,Great company and leadership. People are driven yet friendly. Great products that provide opportunities to work on interesting projects. Pay is competitive to comps. Company stock offering is positive as company meets and beats it's projections.,"Health insurance is high-deductible offering, but better than nothing.",
20-Jul-17,7,Good Company to work for,"Great career path at least till the middle layer, positive environment, can get entire aerospace product development experience","Poor Salary and benefits, Complacent management",
20-Jul-17,7,analyst,Excellent benefit and pension plan,Poor quality of work life,
22-Jul-17,7,Chemical operator,Good pay good employees,Bad Management Hr department is very poor known,
23-Jul-17,7,Good place to develop your skillset,Interesting projects and opportunities to work on varied projects and does a good amount of training for new areas of skills needed.,"Employee review system is unfair, forcing someone to be rated poor so as to approach a normal distribution.",
23-Jul-17,7,Project Control Specialist,Great co-workers. Opportunity. as there is multiple divisions.,Value and worth of employees is not recognize .,
24-Jul-17,7,Supervisor,Good people and long term stable career.,"Long hours, being recognized might be a challenge.",
24-Jul-17,7,Excited New Employee,I love the Great leadership team overall,This is a HUGE facility so trying to remember where each individual is located can be a bit tough.,
24-Jul-17,7,Honeywell Aerospace Engineer right out of college,Great work. Challenging tasks. A lot of faith put in young engineers.,work environment can sometimes seem negative because of the aerospace industry.,
24-Jul-17,7,Sinking ship,"Some of the people you work with are just wonderful all round.It's a good place to start building your skill set but it doesn't mean there is a conserted effort to advance your career. After all, you're just a tool.","You're just a tool management wishes to exploit for as long as you're willing to bow your head.No interest in solving the pressing engineering problems. You're expected to stick to ""established methods"" and agree with everything management goes with. You will be managed and led by some of the most incompetent engineers in the field, don't make the mistake of knowing too much science. That's frowned upon and you'll be targeted and your life made a living hell.The more effort you put in your work, the more devalued your time is. Political acumen will go a long way in this company. If you plan to be in engineering for a long time, don't work here for over a couple years.On the other hand, if you have aspirations for running for office or being a politician, this is a great place to work with an environment to help nurture a lot of the backstabbing sabotaging strategies and techniques needed for a successful political career.Many of the people in charge in the firm are not the managers but an elite group of clandestine members of a religious cult who seek to preserve people like them and rid the place of outsiders like you. If you belong to the institution, you'll do fine. If not, run..Best of luck",
24-Jul-17,7,Six Sigma Leader,It paid the bills mostly.,Adversarial environment with upper management,
25-Jul-17,7,Mobile Applications Developer,"Great Pay, Nice People, Flexible Schedule, International Travel",I have none so far.,
25-Jul-17,7,Product Manager,Big platform and learn experience.,Too much time on internal process.,
25-Jul-17,7,Good salary difficult to advance,"Good benefits, travel , great co-workers and global environment. Salary is competitive and ample opportunity for training and education.","Advancement and you are required to notify manager if you are looking internally for new role. Otherwise, your application cannot be submitted.",
25-Jul-17,7,Project Engineer,Wide variety of work needing to be done.,Scope changes and project cancellations occur too often. Too slow to provide funding for projects.,
25-Jul-17,7,Honeywell is a great company,"flexible schedule, unlimited vacation subject to manager approval.",Hard to move up unless has a good connection,
26-Jul-17,7,Honeywell Review,"Very supportive team, great training and learning opportunities, interesting work.",No cons to report so far.,
26-Jul-17,7,Senior Information Systems Analyst,Pay scale... opportunity for advancement,management oversight... red tape... benefits,
26-Jul-17,7,Quality Engineer,Opportunities for motivated employees for career progress,Aerospace outlook is bleak at the moment,
27-Jul-17,7,Engineering Specialist Support I,Excellent work environment with continuous challenge and improve,No complaint at the moment,
27-Jul-17,7,Human Resources,"Opportunity, Career Advancement, Development, Pay near Market","Hard work, long hours, minimum benefits in the US.",
28-Jul-17,7,Worst Company for Growth,"My views are only for Honeywell Process Solutions , Pune...and not entire Honeywell .Anyone going to join this horrible company, please connect with me..Honeywell is worst company who exploites its employees too much.. Work life balance in Honeywell Process Solutions, Pune is worst one can imagine.. Only brahmins get preference in every job aspect here... Worst company for other castes.. They do nt mimd calling employee to office on Sunday full day..","Company is 0.5 kms from my home, but still I will not join this horrible employer.. They exploit you badly. Worst company for salary, career growth, work life balance .",
30-Jul-17,7,Administrator,The work ethic and team environment at Honeywell is great.,Wish they had more room to grow within in the company.,
30-Jul-17,7,Leadership Development Program,"Work with great people, good starting salary, great starting experience as you will get a lot of responsibility","Training is not good, you figure out a lot on your own, coaching/mentoring/support is limited. The plant is systemically understaffed so you have to find a line or you will find yourself working 70+ hours per week for no extra pay",
30-Jul-17,7,SW Engineer,Work and many nice people.,"Benefits. Unrealistic schedules. Constant RIFs. Lack of real respect from management. Used to have real flex time and vacation. Now I have none, I have to ask permission to take a day off. But I am still expected to work overtime all the time.",
31-Jul-17,7,Materials Manager,Good benefits and working environment.,Global exposure requires odd hours for meetings.,
01-Aug-17,7,great,work is great and company is good,lack opportunities to grow and find better opportunities,
03-Aug-17,7,Customer Service,Great pay for the job I do as well as enough vacation/sick then the average worker.,"Rules, departments jobs seem to change every month. Once you learn something that is no longer valid. For the size company it is the health benefits are terrible.",
04-Aug-17,7,Product Marketing,Long standing reputation and leader in many arenas. Global scope and opportunities. Large company with diverse divisions and flexibility to move around. Flexible vacation days.,Very mediocre benefits package. Particularly our medical coverage. Low contributions to 401k. Takes 3 years to divest shares.,
04-Aug-17,7,Long termer,Great place to work and diverse workforce,Not too much negative comments. Travel sometimes becomes a burden.,
05-Aug-17,7,Sr. engineer,Strong tradition of excellence throughout organizations,Delays exists in data flow down as with any large and decentralized operations,
05-Aug-17,7,Data processing,It's steady employment strong economic out look for future,Retirees Online access for beneficiaries s,
06-Aug-17,7,Group Leader,Good company to expand your knowledge and have freedom to make choices and movements,Old form of lean manufacturing,
06-Aug-17,7,Marketing,Hires good engineers who develop excellent technology,Tends to hire and promote white males with Ivy league education. Benefits have been significantly reduced. Too many organizational and management changes. Systems and processes are designed to feed senior leadership with information and too much time is wasted in submitting this information. Tends to hire too may people in senior management roles with no one to do the work - need more worker bees rather than directors who make power point slides.,
06-Aug-17,7,Honeywell,Interesting work and lots of it,Understaffed and laying off to hit short term revenue targets,
07-Aug-17,7,Good but not great,"Big company, lots of opportunity to move around to other groups. Flexibility.","Pay well under average, no bonus structure. Lots of turnover.",
07-Aug-17,7,Miserable Place to Work,Interesting work when you can find it.,9 Block performance review system sucks. Managers are encouraged to place a certain amount of employees in the low end of the scale. Management won't tell you specifics when receiving low performance rating. Too many dam meetings. New building is much smaller than old one. Everything is crammed into a smaller building.,
08-Aug-17,7,Still an awesome place to work,This Company has changed a lot since my first day. You can contribute that to the changing work environment. This is still an awesome place to work and I love my coworkers.,"Not an easy job, changes impact thousands of customers which can sometimes be very stressful.",
09-Aug-17,7,Get some experience and leave,Steady Job: pays just enough to live comfortably if you are a single person.9/80 schedule: Great way to add another day to your weekend.Work/Life balance: Not too badAverage 401k matching,"Nearly everything:Pay: Below industry standard for all positions across the board.Benefits: Complete garbage, high monthly cost + high deductible. If you have a family, be prepared to pay 1000s.Corporate: 9 block diagram, great way to demoralize the already demoralized workforce.Work: its piling on yet people keep leaving the company so now 1 person is doing the work for 2-3 people. New projects are coming through the door.Organization: very disorganized, no one seems to be doing the duties of their particular job, everyone is jumping around doing someone else's.Career advancement: You have to submit your own essay if you want to advance to another level (which comes with a measly raise), almost not worth the title because now you will be responsible for more but at a barely higher salary.Cafeteria: completely overpriced, taking advantage of employees eat-onsite to charge them high prices for low quality food. Aramak is the server.Absolutely No benefits of being a government contractor. The president of the company repeats the same mantra every meeting, ""we need to become more efficient.""No Bonus",
09-Aug-17,7,good place to work and know people,"friendly working environment, everyone is way too nice. great working relations.",No overtime in the office for interns,
10-Aug-17,7,Great Engineers / Bad Company,Good engineers / mentors for growth,Merit raises uncommon / layoffs,
11-Aug-17,7,Senior Engineer at Honeywell,Honeywell seems very interested in business ethics and integrity. They value the employees and have programs in place for personal development. The benefits are competitive and allow for good financial options.,Benefits can always be better but the way Honeywell offers benefits does allow for some tax savings.,
16-Aug-17,7,Consultant,"Great collaborative environment, focused on individual engagement",None so far as the comapny continues to expand into new markets,
16-Aug-17,7,Great company,"Good team , great products, amazing customer base",They use Salesforce to micromanage,
16-Aug-17,7,A nice place to work,people are always friendly at work,"the pay isn't great, and work hours a bit longer",
16-Aug-17,7,Big Company,Nice people to work with mostly,"Brown-nosing works too well, onsite cafeteria terrible, terrible decisions made with outsourcing",
17-Aug-17,7,Used to be a great place to work...,Excellent talent and people. Competitive salary,Crazy work/life balance. Most jobs in IT are moving to India,
17-Aug-17,7,Honeywell,Good employees doing what they can,Work life balance and demanding expectations,
18-Aug-17,7,Not a place for growth,Pay well for the industry,Politics in workplace and uncertainty of keeping job. Benefits are not good and continue to be taken away.,
19-Aug-17,7,Mechanical Engineer,"People: Everyone I work with on a day to day basis is great. Coworkers, direct supervisor and even the next level up in management are easy to work with and approachable.Diversity of Work: Able to work in many different capacities from design to production support to test. Keeps the day to day varied and fresh.",Work/Life Balance: Be prepared to work weekends. Since upper management decided to layoff everyone that wasn't absolutely critical remaining employees are being forced to pick up the slack. Now they are coming back with more layoffs and this is only going to get worse.Benefits: 401K matching is there but not great; 75% up to 8%. The insurance plans are a joke.Morale: Unsurprisingly overworked people that have to deal with multiple layoffs every year don't always bring the best attitudes into the office.,
19-Aug-17,7,Not what it used to be,Large installed base of good products,Aerospace is a matrix organization with often opposing metrics between functions. Way too focused on cost cutting at the expense of employee satisfaction.,
19-Aug-17,7,Customer service director,Compensation is very competitive within the industry,Too many rules and policies to act fast,
20-Aug-17,7,HSE review for Honeywell,This company has much to gain from worldwide experience,An unbalanced workload and lack of rescources is an issue,
22-Aug-17,7,Engineer / Research Scientist II,"At the time of this review, I am very new, and I also work on a small team doing more software related stuff, so take this with a grain of salt.Coworkers here are very friendly, making the work atmosphere great. Everyone is very communicative, and conversation is good so far. The internal web portals are very well organized, and getting settled in has been a breeze.Honeywell so far has come across as a company that really wants to make an investment in their employees, allowing them to grow in their profession.","If you are going into software looking for a fancy skyscraper office looking out over a city, this isn't exactly it. You will probably get your standard cubicle, although the equipment provided is pretty nice.Honeywell is a bit more of an older company, and they are heavy in government contract work. While it seems that many of their new policies are pretty progressive, their seems to be a fair amount of cookie cutter government paperwork / red tape / corporate kind of activity that goes on (such as redundant or unnecessarily extensive training videos, or lots of digging to get access to materials / information to move forward with projects).",
23-Aug-17,7,Lab Tech ll,This was the best company that I have ever worked for!,Really can't think of any. Great place to work!,
24-Aug-17,7,Great Company,Great company with excellent growth opp.,every job has it's day,
25-Aug-17,7,Sr Financial Analyst,"opportunities are a pro, but difficult to accomplish",work load is not balance to life,
26-Aug-17,7,Mechanical Engineer I,There's a lot of variety and opportunity to do leading edge industry manufacturing,"Very large, corporate management, reducing benefits",
28-Aug-17,7,Onboarding Process,Everyone is supportive and Helpful getting through the myriad of requirements.,There are numerous steps to accomplish.,
29-Aug-17,7,good place to work,"supportive leaders, they really seem to care about their employees. Pay was pretty good as well as the working conditions","there really were no real negative things to say about this organization, they seemed to really care about us and provided competitive pay and benefits. I liked working there",
29-Aug-17,7,Honeywell-overall,Good place to start out of college,Company no longer cares about employees and continues to cut benefits.,
29-Aug-17,7,maintenance planner,certain amount of freedom allowed,benifits cut over the years,
29-Aug-17,7,Big corporation that doesn't take care of employees,Opportunities to work with innovative products,Big companies that implement inconsiderate changes & revenue bottom line. Do not spend time & resources on their employees. Zero growth opportunity in Hawaii.,
29-Aug-17,7,challenging,"payrate, early hours and experience",management and healthcare. They have HSA but it does not help. co-pay is expensive,
30-Aug-17,7,Product Mfg Engineer,"A lot learning opportunities from experienced colleagues, gain experience in many different disciplines, worldwide exposure.","Management misdirection because of lack of experienced management, benefits are decreasing, understaffed departments, supplier quality, pushing programs through milestones even though they are not ready.",
31-Aug-17,7,"Great People, Great Cause, Poor Management","Great People, Great Mission, Stable environment","Honeywell FMT out of Kansas City used to be a great place to get started. but unfortunatly Honeywell Corporate kept sticking there nose in and requiring more aggressive cost savings. Honeywell FMT no longer has a college reimbursement, they charge you for smoking, they charge you based on your Body Mass Index, they have high management turn over, and they require you to turn in 12 continuous improvements a year. That many improvements bottles up the systems and a lot of work is overhead. The real work comes second to Honeywell corporate. Expect to have daily stand up meets as part of Honeywell Operating System AKA Toyota Lean Efficiency. There HPD or Honeywell Performance Development is basically a 9 block scale where they rate you against your peers. Every manager MUST have a person below 5 block which is where everyone is.",
31-Aug-17,7,Engineer Test II,The people you work beside are great.,Management needs to be trained how to properly deal with incidents.,
01-Sep-17,7,Entegris,To be part of great team and I have the experience in this industry . They treated the employee with respect and they have benefits for all workers in the company. It's a true American company. I have great respect for all Honeywell employee and hope I can part of this team.,Meeting new people for the first time and hoping that they will be friendly . But it's hard to say but I have to be positive,
01-Sep-17,7,Product Manufacturing Engineer I,Company CulturePeopleWork Versatility,SalaryAdvancementLeadershipBenefitsFacility is run down,
03-Sep-17,7,Program Manager,Good salary. Company very committed to process improvement and growth.,Benefits being systematically reduced. Lots of mid level management churn. Just rescinded long standing remote worker policy.,
03-Sep-17,7,Great place to work if you want no life.,Vacation package is great. Other than that there's no pros to this company.,Insurance is catastrophic. Be better if you were on government insurance. No time off other than vacation.,
03-Sep-17,7,Cost control focused - cannot do more than minimally meet its commitments and getting worse,"Good people at the company. Because of the complexity of working here, veterans can really be successful in the worst of situations.",People are beaten down and leaving. It is tough to get replacements. Training is nearly nonexistent. Travel to do your job is also nearly impossible under current cost control measures.,
04-Sep-17,7,Not the company it use to be.,Gaining experience to go somewhere else,No longer care about the employees,
05-Sep-17,7,Project Manager,"The benefits are excellent, and their safety program is phenomenal.","Haven't found anything yet, but the acronyms are pretty tough.",
05-Sep-17,7,OK company,"Good processes, many opportunities, a lot of depratments","many fir loughs, poor insurance",
07-Sep-17,7,Don't stay long,Good place to get your feet wet after college.,Too much structure. Managers can't do anything for their employees. Requests/raises/promotion go ALL the way to the top and happen rarely. Once they do finally happen they are dwindled down to nothing. Raises are minimal.,
09-Sep-17,7,Mechanical Engineer 2,Flextime is a nice perk,benefits are getting worse every year,
10-Sep-17,7,ISC Supervisor,Pay.. pretty good based on the average,not enough supervisors... each supervisor works close to 65 hours a week with no overtime,
11-Sep-17,7,Staff Engineer,Lots of work in my group,They want to move everything to India & China as soon as possible,
12-Sep-17,7,Very versatile in the controls industry.,"Work ethics. Very important. Must learn to work as a team, and always ask questions. No question should go unanswered.","Negativity. The more you ask questions, the more you will learn. To myself, I feel it is extremely important to do so.",
13-Sep-17,7,Pay is good culture can be hit or miss,Pay was good and 401k was good. Most of the people you work with are good,Some people can be very difficult to work with and production is always priority,
14-Sep-17,7,Honeywell,The companies relocation package is very convenient. Also they did provide some aid during Harvey,The benefits are mediocre at best. Also travel is a no go here. Investors are the only priority.,
15-Sep-17,7,review,Job security and good work aenvironment,salary can be increased more.,
